dimension,severity,id,name,detail
D3_category_subgroup_mismatch,HIGH,off_a6c8d5b054,Fritada pisto,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_cbdd87be3c,Guisantes finos,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_3c0a5eee05,Guisantes extrafinos al natural,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d7e98b4793,Fritada,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_ea099837a5,Habas baby,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_9b9f9a4765,Habitas muy tiernas,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_8ffa04d298,Habas babys ultracongeladod,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_815e4acc14,Maíz dulce ecológico,"{""category"": ""carbs"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_dfb1a0937f,Verdura para paella,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_1cf02fecee,Salteado campestre,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_424f6a31fc,"Salteado a la Vasca Tomates, pimientos, cebollas y aceitunas verdes.","{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_ea8b3db6b4,Salteado estilo oriental,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_67461bcb55,Escalivada,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_12888c5772,Alcachofas,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_9d6bd8da79,Alcachofas baby,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_29449d1f60,Ensaladilla rusa con atún,"{""category"": ""protein"", ""subgroup"": ""fish"", ""allowed_sample"": [""eggs"", ""fish_fatty"", ""fish_white"", ""meat"", ""meat_fatty""]}"
D3_category_subgroup_mismatch,HIGH,off_d13b5269b0,Atún claro oliva,"{""category"": ""fat"", ""subgroup"": ""fish"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
D3_category_subgroup_mismatch,HIGH,off_f66bfecdcd,Cardo troceado,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_d482c3133a,Tropical consum,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_e136249b45,Gazpacho fresco selectia,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d559197d94,Gazpacho tradicional,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_53caa3ab9e,Jus d’Orange,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_84dc056359,Brócoli en floretes,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_cafeefaec0,Matin Douceur 100% Pur Jus Multifruits,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d84450f81e,Brocoli,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_fa7388e141,"Caballa del sur en filetes, en tomate","{""category"": ""carbs"", ""subgroup"": ""fish"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_357bfb08b8,Caballa del sur en tomate,"{""category"": ""carbs"", ""subgroup"": ""fish"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_1fa3cd0c87,Filetes de caballa del sur en tomate,"{""category"": ""carbs"", ""subgroup"": ""fish"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_99e8563c8a,Guisantes muy finos y zanahorias ecológicos,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_29ddf07474,broclli,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_cdd2f77d40,Arrabiata tomato sauce,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_93898ded13,Perejil,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_0a7c76233e,Dragon Fruit Zumo Exótico,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_5b6335bf78,Smoothie Dragon Fruit,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_507e06b4be,Surtido de encurtidos Dia,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_6253f08dc4,Banderillas picantes,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_04c157a577,Corazones de alcachofa de Tudela,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_b174d070ae,Puré de Zanahoria Nata fresca,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_3aeed32c29,Espinaca troceada,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_4a57af3d7a,Zanahoria en tiras,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_31b61cd756,Remolacha agridulce,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_35f1ff92ab,Zumo FRESH,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_9c07ab2fa4,Zumo con semillas de chía,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_398f5e1b2c,Espinacas con nata fresca Picadas,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_7bc61af5c8,Yellow family smoothie,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_8d34f127be,Bifidus Melocotón - Maracuyá,"{""category"": ""carbs"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_f3db5249a6,Perejil fresco troceado,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_985ae363bb,Puré de Brócoli Nata fresca,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_fd7e9a335a,Salsa Tomate- Albahaca,"{""category"": ""carbs"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_c995f13858,Alcachofa ultracongelada,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_2e523da54e,Salsa de tomate a la provenzal,"{""category"": ""carbs"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_7414a638d5,Puré cocinado De apio,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_0fd1db03b4,Guisantes y zanahorias,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_c16b20543b,Habas,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_b2a9899df7,100% ZUMO NATURAL Clementina,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_a0221f7da0,Coles de Bruselas,"{""category"": ""vegetables"", ""subgroup"": ""cruciferous"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_382955aedf,Zanahoria rallada,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_6c1fad7a6d,Calabaza y zanahoria,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_7f993a1de9,VELOUTÉ DE Espinacas y Alcachofas Y un toque de nata fresca,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_cba215bd9e,Jus d'orange en briquette,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_a86bba25ef,Sauce Arrabiata,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_c001b2477c,Ensalada de la casa,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_21bb129acf,Gazpacho Andaluz,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_d6478d16fa,Alcachofa corazones,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_13698b6f1d,Pepinillos pequeñis agridulces,"{""category"": ""other"", ""subgroup"": ""vegetables"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_54eb52df80,Crema de espárragos verdes,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_f743ba1e95,Espinacas hoja en porciones,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_4588df5f1b,Antioxidant Juice,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_1e5491b809,Nectar manga,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_99f049a5f7,Canónigos,"{""category"": ""vegetables"", ""subgroup"": ""leafy"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_06ebec9671,Leche fermentada con L.Casei sabor naranja,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_9287cf44f5,Cuatro frutas con yogur,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_e7725bc2cf,"Platano, mandarina y pera","{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_03cf5547e5,Leche avellanas & uvas pasas,"{""category"": ""dairy"", ""subgroup"": ""fruit"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_e6857e0f41,Mango deshidratado,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_f3fe83398d,Manzana y plátano,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_f1925296f9,Dátiles sin hueso,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_707316d802,Edulcorante en polvo,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_516180fdc1,Edulcorante de mesa a base de ciclamatos y sacarinas,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_f8dff72c16,Salsa Pimienta,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_2152bde390,Salsa ranch,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_5707eafa09,Salsa cocktail,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_8f84024270,Salsa roquefort,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_63d1aafc87,Pesto de Albahaca,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_c3119319e1,Salsa estilo argentino,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_55812493ff,Salsa César,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_64cb55bf5e,Gajo Rustica salsa,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_aef70b4ad9,Pan de leche con aceite girasol,"{""category"": ""dairy"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_8b01415610,Salsa Calçots,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_f92f7c2072,Salsa TÁRTARA,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_0eb5368182,Salsa ligera,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_cfabd5a3f9,Hummus con pimiento del piquillo asado,"{""category"": ""carbs"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_e0d3482b22,Mejillones en salsa de vieira,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_b4cd52aa6a,Salsa Curry,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_344e3ea26d,Salsa Cesar,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_fc0b6a2a7b,Piña deshidratada,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_14a5ca8bae,Uvas Pasas Sultanas,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_ccb88edd0e,Uvas pasas moscatel sin semillas,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_3e1429a464,Manzana Deshidratada,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_38d4968e2c,Salsa cocktail deluxe,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_7659db7448,Pesto salsa fresca,"{""category"": ""other"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_a2e3babe90,Dientes de ajo con aceite de oliva,"{""category"": ""vegetables"", ""subgroup"": ""allium"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_fc9d8c6996,Rochers con leche con trocitos de avellanas,"{""category"": ""dairy"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_275f7b9f97,Suc Poma,"{""category"": ""other"", ""subgroup"": ""fruit"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_b754b340d0,Cors de carxofa sencers,"{""category"": ""vegetables"", ""subgroup"": ""stalk_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_879c6dd57e,Yogurt desnatado melocotón,"{""category"": ""carbs"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_3042637b9a,Queso rallado Especial pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_5ab8507cac,Uvas pasas,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_f18b5e8b8a,Uvas pasas de Corinto ecológicas envase 90 g,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_8a10c543c9,Mostaza Mostarda,"{""category"": ""other"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_87c46e784f,Beguda de soja,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_bf4e132302,Queso rallado especial para pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_683cbfc307,Queso fundido rallado Especial Pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_b2afec9978,Queso pasta,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_c4216c1ce8,Ensalada completa césar pollo y queso,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_a3fcd66ca4,Quark queso fresco batido con yogur muesli y quinoa 0%,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_cdd23f05fe,Salsa Para Pasta De Tomate Y Queso Gorgonzola,"{""category"": ""dairy"", ""subgroup"": ""cheese"", ""allowed_sample"": [""aged_cheese"", ""fresh_cheese"", ""high_protein_dairy"", ""low_fat_dairy"", ""other_dairy""]}"
D3_category_subgroup_mismatch,HIGH,off_ec9d0cfc8d,Ensalada de quinoa,"{""category"": ""carbs"", ""subgroup"": ""other_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_aaa6d40bfd,Yogurt Soja Arandanos,"{""category"": ""carbs"", ""subgroup"": ""basic_dairy"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_905dc396b7,Dátiles naturales,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_ef360b5378,Edulcorante de mesa,"{""category"": ""other"", ""subgroup"": ""other_carbs"", ""allowed_sample"": [""other""]}"
D3_category_subgroup_mismatch,HIGH,off_44081caae5,Uvas pasas moscatel,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_0f271ae794,Uvas pasas Thompson,"{""category"": ""fruits"", ""subgroup"": ""nuts_seeds"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""tropical""]}"
D3_category_subgroup_mismatch,HIGH,off_e130eef254,Ensaladilla de atún,"{""category"": ""protein"", ""subgroup"": ""fish"", ""allowed_sample"": [""eggs"", ""fish_fatty"", ""fish_white"", ""meat"", ""meat_fatty""]}"
D3_category_subgroup_mismatch,HIGH,off_4011842977,Ensalada de Atún con pasta,"{""category"": ""protein"", ""subgroup"": ""fish"", ""allowed_sample"": [""eggs"", ""fish_fatty"", ""fish_white"", ""meat"", ""meat_fatty""]}"
D3_category_subgroup_mismatch,HIGH,off_5df91f5b56,Filetes de Caballa en Salsa de Tomate,"{""category"": ""carbs"", ""subgroup"": ""fish"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_1c196b7fa0,Harina almendras,"{""category"": ""carbs"", ""subgroup"": ""other_fat"", ""allowed_sample"": [""fruit"", ""frutos_bosque"", ""grains"", ""legumes"", ""other_carbs""]}"
D3_category_subgroup_mismatch,HIGH,off_44460441a9,Lomo De Atun En Aceite,"{""category"": ""fat"", ""subgroup"": ""fish"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
D3_category_subgroup_mismatch,HIGH,off_12e90e2f19,Atun En Aceite,"{""category"": ""fat"", ""subgroup"": ""fish"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
D3_category_subgroup_mismatch,HIGH,off_c5b2a15fc9,Pastanagues,"{""category"": ""vegetables"", ""subgroup"": ""root_veg"", ""allowed_sample"": [""fruiting_veg"", ""other_veg"", ""vegetables""]}"
D3_category_subgroup_mismatch,HIGH,off_cd20a3430c,Atún claro con oliva ecologico,"{""category"": ""fat"", ""subgroup"": ""fish"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
D3_category_subgroup_mismatch,HIGH,off_4c271e54da,Atun Aleta Amarilla Agua Y Aceite,"{""category"": ""fat"", ""subgroup"": ""fish"", ""allowed_sample"": [""avocado"", ""butter_margarine"", ""nuts_seeds"", ""olive_oil"", ""other_fat""]}"
