id,name,category,subgroup_before,subgroup_after,changed,confidence,reason
off_b2a9899df7,100% ZUMO NATURAL Clementina,other,other,fruit,True,90,Zumo de clementina 100% natural
off_dcf50c6da5,Banderillas dulces,other,other,other,False,55,Composición mixta sin categoría clara
off_8fdc903394,Bífidus edulcorado 0% 0%,other,other,other,False,55,Lácteo no disponible en opciones
off_54dd697a11,Bifidus 0%0% Natura,other,other,other,False,55,Lácteo no disponible en opciones
off_a2d0889dcb,Salsa Media Sabores de México,other,other,vegetables,True,75,"Salsa base tomate, se asimila a verdura"
off_8cda6667c8,Café latte light sin lactosa,other,other,other,False,55,Bebida láctea no disponible en opciones
off_471364857b,Cappuccino Vanilata,other,other,other,False,55,Bebida de café sin categoría clara
off_cba215bd9e,Jus d'orange en briquette,other,other,fruit,True,90,Zumo de naranja
off_4097c186ba,Vida soja melocotón,carbs,other,other_carbs,True,75,"Bebida vegetal, sin categoría exacta"
off_a86bba25ef,Sauce Arrabiata,other,other,vegetables,True,80,"Salsa de tomate, base vegetal"
off_c001b2477c,Ensalada de la casa,other,other,vegetables,True,90,"Ensalada, principalmente hortalizas"
off_fdc301ecce,Yogourt desnatado melocoton,carbs,other,other_carbs,True,55,"Lácteo no disponible, macros tipo bebida"
off_21bb129acf,Gazpacho Andaluz,other,other,vegetables,True,90,Sopa fría de hortalizas
off_13698b6f1d,Pepinillos pequeñis agridulces,other,other,vegetables,True,85,"Pepinillo, hortaliza en conserva"
off_4588df5f1b,Antioxidant Juice,other,other,fruit,True,80,Zumo de frutas antioxidante
off_1e5491b809,Nectar manga,other,other,fruit,True,90,Néctar de mango
off_7fa77026e9,Aceituna verde c/h,fat,other,other_fat,True,85,"Aceituna, grasa no considerada aceite"
off_896cde2507,Bebida De Avena 100% Vegetal,carbs,other,other_carbs,True,75,"Bebida vegetal, no es grano entero"
off_7fcb63a4e7,Bebida de avena con calcio,carbs,other,other_carbs,True,75,"Bebida vegetal, no es grano entero"
off_a7e2a48590,Bebida de arroz auchan,carbs,other,other_carbs,True,75,"Bebida vegetal, no es grano entero"
off_d26073e6da,Bebida avena calcio,carbs,other,other_carbs,True,75,"Bebida vegetal, no es grano entero"
off_426e957bf8,Avena,carbs,other,grains,True,95,Cereal en grano clásico
off_53bf318378,Bífidus 0% desnatado nueces cereales,other,other,other,False,55,"Lácteo con cereales, sin opción adecuada"
off_bc1d42450b,Aceitunas sabor anchoa manzanilla,other,other,other,False,55,"Aceituna es fruto graso, sin opción adecuada"
off_1361c466b8,Bifidus 00% quinoa y avena,carbs,other,other_carbs,True,55,"Lácteo con cereales, no encaja en opciones"
off_1046ab8d63,Aceitunas verdes rellenas de pasta de limón &quot;Carrefour&quot;,carbs,other,other_carbs,True,50,"Aceituna grasa, sin opción adecuada"
off_1351d923a9,Aceitunas verdes rellenas de pasta de pimiento asado,carbs,other,other_carbs,True,50,"Aceituna grasa, sin opción adecuada"
off_5f6c0b54ab,Gazpacho blanco de almendras,other,other,other,False,55,"Sopa líquida con almendras, sin opción adecuada"
off_9f901d6998,Pastasauce alla Siciliana,other,other,other,False,55,"Salsa para pasta, sin categoría adecuada"
off_29a6b7ef0f,Bebida avena,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_4d5f5c2f15,Tomato & Basil Pasta Sauce,carbs,other,vegetables,True,72,"Salsa de tomate, base vegetal"
off_7976850269,Bífidus nueces y cereales,other,other,other,False,55,"Lácteo con cereales, sin opción adecuada"
off_c2083350f8,Bebida de avena,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_cf0e52e5e0,Bifidus con quinoa y semillas de calabaza,carbs,other,other_carbs,True,55,"Lácteo con cereales, no encaja bien"
off_9468f8c87b,Bífidus con quinoa y semillas de calabaza,carbs,other,other_carbs,True,55,"Lácteo con cereales, no encaja bien"
off_e3bfc43735,Bebida de arroz,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_ba4606e466,Pasta Sauce Basil,carbs,other,vegetables,True,72,Salsa de tomate y albahaca
off_947797acd3,Bebida arroz calcio,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_275f7b9f97,Suc Poma,other,other,fruit,True,85,Zumo de manzana puro
off_af6079fdd1,Energetica Coviran,other,other,sweets_bakery,True,55,"Bebida energética, azucarada sin opción ideal"
off_dcb6fa61a7,Bebida de avena coviran,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_cfb36244c6,Bio bebida de avena,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_66f6426d2d,Bebida de almendras bio,other,other,other,False,55,"Bebida de almendras, sin opción adecuada"
off_8af53413eb,"Miel de flores, tapon antigoteo.500g",other,other,sweets_bakery,True,60,"Miel es azúcar simple, similar a dulce"
off_c51408bc44,Bebida de avena ecologica,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_1876ab24f8,Bebida de Arroz con Calcio,carbs,other,other_carbs,True,58,"Bebida vegetal, no es grano entero"
off_8abbd9c5e9,Bebida de almendras UHT,other,other,other,False,55,"Bebida de almendras, sin opción adecuada"
off_efcedf6d30,Olives amb pinyol adobades,other,other,other,False,55,"Aceituna adobada, no encaja como verdura fresca"
off_4e11acbcca,Olives sense pinyol manzanilla,other,other,other,False,55,"Aceituna, no encaja en opciones disponibles"
off_c8cb22060f,3X120 G-aceitunas Rellenas,other,other,other,False,55,"Aceituna rellena, sin opción adecuada"
off_0538ad1d91,Olives amb pinyol Gaspatxes,other,other,other,False,55,"Aceituna, alta en grasa, no es verdura típica"
off_6a4e791b24,Olives farcides d'anxova,other,other,other,False,55,"Aceituna rellena, sin opción clara"
off_db5687d3b5,Olives,other,other,other,False,55,"Aceitunas, sin categoría adecuada"
off_16f49aee09,Aceitunas enteras gordal,other,other,other,False,55,"Aceituna gordal, no encaja bien"
off_9a95726dc0,Olives negres sense pinyol,other,other,other,False,55,"Aceitunas negras, sin opción válida"
off_51b0427ad0,Aceitunas negras deshuesadas,other,other,other,False,55,"Aceitunas negras, sin categoría clara"
off_a08831a7c7,Mostarda Spar Top Down,other,other,other,False,55,"Condimento, sin opción de salsas"
off_afd88ef6f1,Formatge fresc,other,other,other,False,55,Queso sin opción de lácteos disponible
off_945746acf2,Tomaquet fregit,other,other,vegetables,True,85,"Tomate frito, base vegetal"
off_c13aa2407c,Salmorejo de hortalizas frescas,other,other,vegetables,True,80,Salmorejo base tomate y hortalizas
off_ca25d7302c,Yughi spar,other,other,other,False,55,Yogur sin opción láctea disponible
off_7980041282,Guisantes al natural muy finos,other,other,vegetables,True,90,"Guisantes, verdura clásica española"
off_29a6c6846f,Salsa de tomate con albahaca,carbs,other,vegetables,True,75,"Salsa tomate, base vegetal"
off_eb0bf13b6a,Spanish tomato sauce,other,other,vegetables,True,75,"Salsa de tomate, base hortaliza"
off_ab7aca84bf,150 G-maíz Dulce En Grano,carbs,other,vegetables,True,70,"Maíz dulce, se consume como verdura"
off_b63b8e4715,Pimientos del piquillo enteros asados,other,other,vegetables,True,90,"Pimiento asado, verdura clara"
off_17f20ebca1,Batido de cacao,other,other,sweets_bakery,True,60,"Batido cacao, similar a dulce lácteo"
off_4491cd441d,batido de chacolate,other,other,sweets_bakery,True,60,"Batido chocolate, perfil dulce"
off_0dfe80cfc6,Salade russe 750g,other,other,other,False,55,"Plato preparado, sin opción mixta"
off_bd5e594aba,Carxofes amanides,other,other,vegetables,True,90,"Alcachofas, verdura típica"
off_d0bf18b505,Iogurt ovella natural desnatat,other,other,other,False,55,Yogur sin opción de lácteos
off_ea37808ea2,Suc de taronja,other,other,fruit,True,95,"Zumo de naranja, fruta clara"
off_1660cdbab2,Gaspatxo fresc,other,other,other,False,50,"Mezcla de hortalizas y aceite, dudoso"
off_16a565b3ed,Zumo de melocotón,carbs,other,fruit,True,85,"Zumo de fruta, sin azúcar añadido"
off_f81e88e713,Beguda d'arrós,other,other,other,False,55,"Bebida de arroz con azúcar, dudoso"
off_bca68b0b51,Guindillas en vinagre,other,other,vegetables,True,90,"Verdura en conserva, guindillas"
off_6fa511a7ee,Suc de poma,other,other,fruit,True,90,Zumo de manzana puro
tortita_4068263008160,Tortitas de almendra,protein,,other_protein,True,70,"Dulce con almendra, no es proteína pura"
tortita_24045087,Tortitas de sal,carbs,,sweets_bakery,True,75,Snack salado ultraprocesado
tortita_8422424100074,Tortitas De Trigo Auchan 8,carbs,,grains,True,80,"Tortita de trigo, base cereal"
tortita_8410376040456,Tortitas de Maíz,carbs,,grains,True,85,"Tortita de maíz, cereal puro"
tortita_8422424100166,Tortitas de trigo,carbs,,grains,True,80,"Tortita de trigo, base cereal"
tortita_4068263002908,Tortitas de maiz,carbs,,grains,True,85,"Tortita de maíz, cereal puro"
tortita_8431876280036,Mini tortitas de maiz con nata agria & cebolla,carbs,,grains,True,80,Base maíz con aditivos
tortita_8431876280029,Mini tortitas de maiz con queso cheddar,carbs,,grains,True,80,Base maíz con queso
tortita_3560071014193,Tortitas de maíz ecológicas,carbs,,grains,True,85,Tortita de maíz ecológica
tortita_8431876276220,Tortitas arroz con amaranto,carbs,,grains,True,85,Tortita de arroz y amaranto
tortita_8431876276237,Tortitas arroz con quinoa,carbs,,grains,True,85,Tortita de arroz y quinoa
tortita_8431876276244,Tortitas maiz multicereales,carbs,,grains,True,85,Tortita multicereales
tortita_8431876186994,Tortitas,other,,other_carbs,True,65,"Tortita genérica, sin detalle"
tortita_8414807549303,Tortitas maiz,carbs,,grains,True,80,Tortita de maíz con grasa
tortita_8480017198815,Mini tortitas de maíz,carbs,,grains,True,85,Mini tortitas de maíz
tortita_8433329079662,Bio tortitas de espelta,protein,,other_protein,True,60,"Cereal alto en proteína, dudoso"
tortita_8433329135016,Tortitas de trigo espelta,protein,,other_protein,True,60,"Cereal alto en proteína, dudoso"
tortita_8480010193107,Mini tortitas de maiz sabor sour cream and onion,carbs,,grains,True,80,Base maíz con saborizante
tortita_8480010193114,Mini tortitas de maiz,carbs,,grains,True,85,Mini tortitas de maíz
tortita_8480010193121,Minitortitas de maiz,carbs,,grains,True,80,Mini tortitas de maíz
tortita_8480010195699,"Tortitas de arroz integral, trigo sarraceno, quinoa y lino",protein,,other_protein,True,75,"Cereales con algo de proteína, no es legumbre pura"
tortita_8480010193091,Tortitas de maiz sabor barbacoa,carbs,,grains,True,72,"Base de maíz, snack salado de cereales"
tortita_8480010193084,Tortitas de maíz sabor sour cream & onion,carbs,,grains,True,72,"Base de maíz, snack salado de cereales"
tortita_8480010193060,Tortitas de maíz sin gluten,carbs,,grains,True,85,"Tortita de maíz sin gluten, alto en hidratos"
tortita_8480000864833,Tortitas de arroz y legumbres,protein,,legumes,True,85,"Contiene legumbres, alta proteína vegetal"
tortita_8402001010187,Tortitas de maíz sabor jamón serrano,carbs,,grains,True,80,"Base de maíz con sabor, snack de cereales"
tortita_8402001039263,Tortitas Milho Campestre,carbs,,grains,True,80,"Tortita de maíz, snack de cereales"
100001,Queso fresco cottage,postres_proteicos,,fresh_cheese,True,95,"Queso fresco cottage, lácteo fresco"
100002,Cottage Cheese,postres_proteicos,,fresh_cheese,True,95,Cottage cheese es queso fresco
100003,Queso Fresco Quark,postres_proteicos,,fresh_cheese,True,95,Quark es queso fresco lácteo
100004,Mousse Salmón,postres_proteicos,,high_protein_dairy,True,65,"Mousse salmón, no encaja bien aquí"
100005,Mousse Chocolate Proteínas,postres_proteicos,,high_protein_dairy,True,90,"Mousse proteica, base láctea alta proteína"
100006,Mousse vainilla,postres_proteicos,,high_protein_dairy,True,90,"Mousse proteica vainilla, alta proteína"
100007,Natillas Proteínas  Sabor Vainilla,postres_proteicos,,high_protein_dairy,True,90,"Natillas proteicas, postre lácteo alto proteína"
100008,Pudding Sabor Caramelo Proteínas,postres_proteicos,,high_protein_dairy,True,90,"Pudding proteico, postre lácteo alto proteína"
100009,Flan de huevo proteínas 0%,postres_proteicos,,high_protein_dairy,True,90,"Flan proteico, postre lácteo alto proteína"
100010,Mousse protéica con sabor a chocolate,postres_proteicos,,high_protein_dairy,True,90,"Mousse proteica chocolate, alta proteína"
100011,High Protein Chocolate Pudding,postres_proteicos,,high_protein_dairy,True,90,"Pudding proteico, postre lácteo alto proteína"
100012,Yogur proteínas stracciatella 0%,postres_proteicos,,high_protein_dairy,True,90,"Yogur proteico 0%, alto en proteína"
100013,Requesón,postres_proteicos,,fresh_cheese,True,95,Requesón es queso fresco lácteo
100014,Postre de chocolate proteínas,postres_proteicos,,high_protein_dairy,True,90,"Postre proteico chocolate, alta proteína"
100015,Proteinas Limón,postres_proteicos,,high_protein_dairy,True,88,"Postre proteico limón, alta proteína"
100016,Kéfir Coco,postres_proteicos,,basic_dairy,True,70,"Kéfir de coco, bajo en proteína"
100017,Proteínas Sabor Tropical,postres_proteicos,,high_protein_dairy,True,85,"Postre proteico tropical, alta proteína"
100018,Skyrella,postres_proteicos,,high_protein_dairy,True,95,"Skyrella, lácteo muy alto en proteína"
100019,Queso fresco batido melocotón y maracuyá,postres_proteicos,,fresh_cheese,True,90,"Queso fresco batido, base láctea fresca"
100020,Chocolate & Topping with Protein,postres_proteicos,,high_protein_dairy,True,85,"Postre proteico lácteo, no es queso ni yogur"
100021,Greek style yoghurt low-fat,postres_proteicos,,high_protein_dairy,True,85,Yogur griego bajo en grasa con 10% proteína
100022,Yogur proteínas,postres_proteicos,,high_protein_dairy,True,95,"Yogur proteico, alto en proteína"
100023,Pudding proteínas vainilla,postres_proteicos,,high_protein_dairy,True,90,Pudding proteico lácteo
100024,High Protein Sour Cherry,postres_proteicos,,high_protein_dairy,True,90,Postre lácteo high protein
100025,Budino Proteico Cioccolato XXL,postres_proteicos,,high_protein_dairy,True,90,Budino proteico lácteo
100026,High Protein Pudding Kokos,postres_proteicos,,high_protein_dairy,True,90,Pudding proteico alto en proteína
100027,High protein mousse vainilla,postres_proteicos,,high_protein_dairy,True,90,Mousse proteica láctea
100028,High Protein Flan,postres_proteicos,,high_protein_dairy,True,90,Flan proteico lácteo
100029,Postre gelaficado con gelatina. Frutos rojos,postres_proteicos,,high_protein_dairy,True,75,"Gelatina proteica sin lácteos, 10% proteína"
100030,Caramel Pudding,postres_proteicos,,high_protein_dairy,True,90,Pudding caramelo proteico lácteo
100031,High Protein Mousse Chocolate,postres_proteicos,,high_protein_dairy,True,90,Mousse chocolate proteica láctea
100032,High Protein Natillas Chocolate,postres_proteicos,,low_fat_dairy,True,75,"Natillas bajo en grasa, poca proteína"
100033,High Protein Strataciella,postres_proteicos,,high_protein_dairy,True,90,Postre proteico lácteo italiano
100034,Bio Skyr vanilla,postres_proteicos,,high_protein_dairy,True,85,Skyr con buena proteína
100035,"Banana, Mango & Cereals Strained Yogurt Dessert",postres_proteicos,,low_fat_dairy,True,75,Yogur azucarado bajo en grasa
100036,Light Greek Style Yogurt,postres_proteicos,,low_fat_dairy,True,90,"Yogur griego light, bajo en grasa"
100037,Skyr rutinario y frambuesa,postres_proteicos,,high_protein_dairy,True,80,Skyr con buena cantidad proteica
100038,Yogur Fresa,postres_proteicos,,basic_dairy,True,85,Yogur de fresa estándar
100039,Falafel,postres_proteicos,,sweets_bakery,True,50,"Falafel no encaja, sin opción other"
100040,Skyr de Frambuesa,postres_proteicos,,high_protein_dairy,True,75,Skyr con proteína notable
100041,Nescafé Classic,postres_proteicos,,sweets_bakery,True,50,"Café soluble, sin opción adecuada"
100042,Pudin de Bonito del Norte,postres_proteicos,,high_protein_dairy,True,90,Pudin pescado con alta proteína
100043,Quark con Frambues,postres_proteicos,,high_protein_dairy,True,90,"Quark alto en proteína, bajo grasa"
100044,Quark con Fresa,postres_proteicos,,high_protein_dairy,True,95,"Quark alto en proteína, bajo en grasa"
100045,Queso Cottage proteico,postres_proteicos,,fresh_cheese,True,88,"Cottage es queso fresco, muy bajo grasa"
100046,Requesón,postres_proteicos,,fresh_cheese,True,92,Requesón es queso fresco por definición
100047,Requesón,postres_proteicos,,fresh_cheese,True,92,Requesón es queso fresco por definición
100048,Profeel Protein Mousse Chocolate,postres_proteicos,,high_protein_dairy,True,95,Producto proteico lácteo procesado
100049,Mousse de cabracho,postres_proteicos,,high_protein_dairy,True,75,"Mousse pescado, alto en proteína"
100050,Requesón,postres_proteicos,,fresh_cheese,True,92,Requesón es queso fresco por definición
100051,Bebida láctea 00% vainilla proteína plus,postres_proteicos,,high_protein_dairy,True,95,Bebida láctea con proteína añadida
100052,Natillas sabor vainilla high protein,postres_proteicos,,high_protein_dairy,True,95,"Natillas high protein, 10.5g proteína"
100053,Natillas Sabor A Vainilla PROteína Plus,postres_proteicos,,high_protein_dairy,True,95,"Natillas proteína plus, 10.4g proteína"
100054,Protein Pudding Caramel Flavour,postres_proteicos,,high_protein_dairy,True,95,"Pudding proteico, 10.1g proteína"
100055,Natillas Sabor Vainilla Protein +,postres_proteicos,,high_protein_dairy,True,95,"Natillas Protein+, 10g proteína"
100056,Pudding sabor cacahuete PROteína,postres_proteicos,,high_protein_dairy,True,95,"Pudding PROteína, 10g proteína"
100057,Pudding Sabor Caramelo Salado PROteína Plus,postres_proteicos,,high_protein_dairy,True,95,"Pudding PROteína Plus, 10g proteína"
100058,Postre 0% azucares añadidos chocolate proteina plus,postres_proteicos,,high_protein_dairy,True,95,"Postre proteína plus, 10g proteína"
100059,Proteínas Plus Chocolate,postres_proteicos,,high_protein_dairy,True,95,"Proteínas Plus, 10g proteína"
100060,Natillas con caramelo altas en proteínas,postres_proteicos,,high_protein_dairy,True,95,"Natillas altas en proteínas, 10g"
100061,Flan De Clara De Huevo,postres_proteicos,,high_protein_dairy,True,85,"Flan claro, 8.5g proteína"
100062,Natillas Con chocolate,postres_proteicos,,sweets_bakery,True,80,"Natillas normales, baja proteína, 514kcal"
100063,"Natillas, Chicolate, High Protein",postres_proteicos,,high_protein_dairy,True,95,"High Protein, 10g proteína"
100064,Mousse de cacao alta en proteínas,postres_proteicos,,high_protein_dairy,True,95,"Mousse alta proteínas, 10g"
100065,Pudding sabor chocolate,postres_proteicos,,high_protein_dairy,True,92,"Pudding proteico, 10g proteína"
100066,High Protein Mousse Chocolate,postres_proteicos,,high_protein_dairy,True,95,"High Protein Mousse, 10g proteína"
100067,Queso fresco batido proteína plus,postres_proteicos,,fresh_cheese,True,80,"Queso fresco batido, bajo en grasa"
100068,ProFeel Protein Snack Mango & Vanilla,postres_proteicos,,high_protein_dairy,True,95,"Snack proteico lácteo, 10g proteína"
100069,Yogur High Protein Stracciatella,postres_proteicos,,high_protein_dairy,True,95,Yogur con alta proteína explicita
100070,High protein natural,postres_proteicos,,high_protein_dairy,True,95,Alta proteína en nombre y macros
100071,Mousse 4 Quesos,postres_proteicos,,high_protein_dairy,True,75,"Mousse quesos, proteína alta, grasa elevada"
100072,Requesón tradicional,postres_proteicos,,fresh_cheese,True,90,Requesón es queso fresco clásico
100073,Bocaditos en gelatina,postres_proteicos,,high_protein_dairy,True,55,"Gelatina proteica, 0 kcal dudoso"
100074,Yogur colado receta griega,postres_proteicos,,high_protein_dairy,True,85,"Yogur griego colado, alta proteína"
100075,Queso fresco batido,postres_proteicos,,fresh_cheese,True,92,Queso fresco batido 0% grasa
100076,Yogur Frutos del Bosque + Proteína,postres_proteicos,,high_protein_dairy,True,95,Yogur con proteína añadida
100077,Postre proteína 0% fresa,postres_proteicos,,high_protein_dairy,True,95,Postre proteína 0% fresa
100078,Postre proteína 0% arándanos,postres_proteicos,,high_protein_dairy,True,95,Postre proteína 0% arándanos
100079,Skyr + protein,postres_proteicos,,high_protein_dairy,True,92,Skyr con proteína añadida
100080,Skyr Natural,postres_proteicos,,high_protein_dairy,True,90,"Skyr natural, 11g proteína"
100081,Flan De Huevo Proteina,postres_proteicos,,high_protein_dairy,True,85,Flan proteico de huevo
100082,Flan proteina de clara de huevo 0%,postres_proteicos,,high_protein_dairy,True,85,Flan proteico de clara
100083,Skyr Natural 00%,postres_proteicos,,high_protein_dairy,True,90,"Skyr natural 0%, alta proteína"
100084,Mousse De Salmón Con Queso De Cabra,postres_proteicos,,fresh_cheese,True,60,"Mousse salmón, no encaja bien"
100085,Skyr,postres_proteicos,,high_protein_dairy,True,88,Skyr con 10g proteína
100086,Yogur Protein Plátano,postres_proteicos,,high_protein_dairy,True,95,Yogur proteína plátano
100087,Yogur líquido sabor tropical,postres_proteicos,,high_protein_dairy,True,92,Yogur líquido tropical proteína
100088,Yogur líquido sabor plátano proteína,postres_proteicos,,high_protein_dairy,True,95,Yogur líquido plátano proteína
100089,Yogur líquido sabor fresa proteína,postres_proteicos,,high_protein_dairy,True,95,Yogur líquido fresa proteína
100090,Yogur sabor tropical,postres_proteicos,,high_protein_dairy,True,88,"Yogur tropical, macros proteicos"
100091,Queso Fresco Batido,postres_proteicos,,fresh_cheese,True,92,Queso fresco batido 0% grasa
100092,Skyr Fresa 0%Mg,postres_proteicos,,high_protein_dairy,True,85,"Skyr fresa, buena proteína"
100093,Fromages frais aux fruits,postres_proteicos,,fresh_cheese,True,80,Fromage frais es queso fresco
